"Data Source","World Development Indicators",

"Last Updated Date","2020-03-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bahrain","BHR","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-8.91857045043074","-10.3897711373833","3.5579477715513","2.2263257145988","-7.52926820672492","-2.09702691659723","6.58987454751508","3.26762636736764","-2.95074405947653","1.31200257216312","8.21250102983812","3.97199230597025","10.1074584748605","-2.67721762868709","1.32776392894004","1.41687625862836","0.274508833106822","1.58517378034514","0.557402212871921","0.852697131889045","-2.34807573245547","-1.93748619230865","0.350072344022067","0.388663245700144","-0.354026625769563","-1.22616259661827","0.192081605091587","-1.26153891149929","-3.55398108428736","-0.353779259512081","-0.991929406389531","1.98932964671978","4.20749360537125","2.70655678472522","0.180519551236884","-0.441055395486401","-0.940563981443205","-3.11062510562859","",
"Bahamas, The","BHS","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","5.29625220253587","5.00649475212036","5.1010952552321","5.23718721936714","5.41911680666749","4.3605447623497","5.11853691550819","4.302162996742","5.25314001933369","-8.4955845672022","-1.01045396211971","-5.65509005722079","5.40397426376951","-18.3744457595078","-16.5061978176893","2.99706442113022","6.83339120924491","11.6990321467419","23.3799374370437","4.16553485807415","-11.2225085320786","4.34476101000052","1.34178026201877","11.7682824988905","2.74893459465697","-0.0935635567651616","1.18366291198329","0.581468219399056","4.91188873199326","-3.3206565034786","-5.93839821785066","-5.64076660332765","-1.5572219622814","1.3626204773382","2.76268897991707","2.83108426949754","0.861749757609843","3.54931020105337","5.88161107638695","2.75534958824444","1.07689482878952","1.02141658589684","-2.98919612144014","-0.940930891230295","1.49682947937053","0.604837245780971","-0.464585359396949","-4.11218802581416","-5.79872561465","0.0117279344703718","-0.684017477592718","1.95077548458195","-3.8993995372296","-0.205232091040671","-0.362951163814515","-0.543773105647915","-0.93724983086706","0.544150188792798","",
"Bosnia and Herzegovina","BIH","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1906220510801","92.2015570526253","35.4095277468739","15.6536430466853","9.33599505544507","5.2800104904355","4.27946244064871","5.19146196005509","3.92298499980932","6.04300158848537","8.72641515841295","5.41466604464371","5.92979777862514","5.66584321622466","-2.52676751353303","1.5957463936588","2.12915035329164","0.848511513414408","4.15291029256724","2.90546511092504","4.67370251496288","4.45829404121947","3.1862421882704","4.48391430484476","",
"Belarus","BLR","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.24845545033688","-9.79467641254797","-7.8075611700387","-11.5963958059109","-10.1099475207539","3.14402041413366","11.8734857090447","8.9167457740964","3.83582293409472","6.29963644799008","5.26389213061603","5.71608241057706","7.79491791221358","12.2126183222786","10.1497671724788","10.6755867998733","9.09945997853629","10.5813049917168","0.423651190903357","7.98206918275517","5.57238583709254","1.78036177565718","0.987444297302417","1.63497132996299","-3.98264886374076","-2.6487098312428","2.56748260752468","3.18981305431069","",
"Belize","BLZ","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","1.96934215275641","2.00493756088716","2.04342266320954","2.04045805573571","1.91469884132067","1.677936409249","1.79902103434975","4.25058694321712","2.28617037101328","2.30206019105637","1.78433429958311","8.17516941397291","3.60491079399785","11.8190555172483","2.07461353043705","-1.42980333207726","5.06460539250497","6.38623721502564","5.73654785478767","11.1939947736861","-1.2039444522314","-2.70161318218641","-4.85741272339902","-0.905591521027361","-1.78901674973025","1.67455994573898","7.71663636510202","6.90056225083208","10.2737510999597","9.01727033947066","9.37854714504935","10.2164306632233","4.50211796436668","-1.85692150836975","-1.92483683786101","-1.75281432753278","-0.154487695471175","-0.163077164745161","4.79903583607279","9.21425209815376","1.82554653089568","2.18918217864024","6.46840202434866","1.96890793522071","-0.0590917981035659","1.87883178465151","-1.49656617043728","0.60526286020972","-1.83497061371244","0.879869659196203","-0.242059956602787","0.573592984675031","-1.39868416441409","1.4472478992847","1.26348827778328","-2.60297812152156","-0.551942156420353","1.07136952894078","",
"Bermuda","BMU","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","2.14927472527211","2.00396995708513","-1.26075471698262","8.38337423312609","2.25077844311836","12.3454545454513","11.096673596671","0.178748758690659","1.52093674430343","4.37934158864751","4.19528388278228","2.56407397910962","2.23820502354857","1.63282738682197","4.55127153404172","8.52900407443255","5.500816287334","1.07422933757464","1.76823912484106","6.22614189811723","1.67423554344425","-5.9669596391587","1.13164813797833","-0.396562988903042","-2.82158592250946","5.76696525042833","2.91245311068415","3.16809011974793","-0.39943287364855","-0.798461539604872","-3.03588264874905","0.66685302987635","2.45776624281828","-0.0956977270458736","3.65476267580642","1.94694809189579","3.96372382101788","3.13962719262271","2.80572343278148","8.34832337923115","6.07136960389332","-2.11673145936213","2.73627080480654","1.65507059338414","1.01808092554583","4.94027206966554","2.26737405753612","0.929051522178014","-5.8080031549402","-1.32438480325234","-2.50110330788415","-5.17820382726485","-2.81561491083635","","","","","","",
"Bolivia","BOL","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","0.117877571152007","3.52380202208693","4.69971655301416","1.89296554035596","2.806404682362","4.99612101349283","4.14071904193219","6.28585352894937","2.29073725661748","3.00723960917865","2.8221638124116","5.64667738034221","3.45172551328903","0.70141858229249","4.96959779778219","2.32243819036113","2.66637731235448","-0.17524905356693","-2.02021928753906","-3.44893094763937","-1.78655198920356","-5.87586146144989","-5.95818361204019","-2.20046281663909","-3.67066927574588","-4.57624980004771","0.337165072373665","0.759439286436077","1.61579414001771","2.44505994658084","3.06538159564118","-0.475129472497443","2.10302011020593","2.50934351570345","2.54215871764785","2.25609057035211","2.86250492103515","2.96290985298188","-1.52282628284712","0.544926184712779","-0.235706734357976","0.579771054946548","0.831349050253706","2.2984817380683","2.57481330640607","2.97734206021694","2.78132356894432","4.36853739987981","1.64922554346305","2.42927786018541","3.51097503109318","3.45369767643476","5.12757347801841","3.84375722818145","3.28271871061374","2.73203994226454","2.69606529621936","2.7521559420484","",
"Brazil","BRA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","7.11191079447859","2.18669999534336","-2.01729788512606","0.559765859984608","0.199509198590846","1.32715661390885","2.1274317915085","8.52869254043256","6.94407511447127","6.06348476167284","8.58967999860471","9.38615911052001","11.3035185712259","6.49410052152012","2.74605720937593","7.21568953994129","2.15508771060036","0.814360454574057","4.26894732009065","6.56557614036957","-6.61877097305982","-1.747830150738","-5.61135768657208","2.93548107027523","5.63929415841721","5.7717207350009","1.55347732694591","-2.00557565757289","1.37321612748708","-4.84187100023273","-0.258462199951268","-2.15185202915798","2.93706715995854","3.62758491771604","2.74937514982565","0.596456353058386","1.7906107983347","-1.18436657024863","-1.00913962539633","2.91182644263147","0.0133697384164577","1.70947438880017","-0.122936492113425","4.49707707823583","2.02630740411568","2.8347540947357","4.97470467428765","4.05440956846654","-1.08194389571234","6.52437280430098","3.02640687281159","1.01450977476631","2.10893071892259","-0.352473219540371","-4.35159126671624","-4.09860698244351","0.251381945083139","0.32807790722056","",
"Barbados","BRB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","-2.50178181138646","3.75786455306384","3.07848263092832","4.34627339541642","7.40022643451286","3.94175065210291","-2.24986339409689","-5.19437785633875","0.222771082218316","3.31288471971067","0.796045375568994","4.75914332359679","2.22834657658836","3.12249825456308","3.20944310020504","-3.67037140701947","-4.2554593769265","-6.04444380354835","0.415677458880737","1.61836367879292","1.60664011689823","3.5505243894511","4.29565784556122","3.28595440789663","-0.0789985816801675","4.0378869704827","-2.71838171865082","0.446436606505827","1.83878054936564","1.05978713643233","3.56457548205951","5.22891303418362","1.4115218909335","0.463148916967995","-5.2511858260862","-2.52650670538756","-1.09478550684366","-0.317909721480362","-1.57617530320981","-0.354732941362968","2.02613967083379","2.11009654557748","-0.325475119390731","-0.640057735871636","",
"Brunei Darussalam","BRN","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","-3.71399175301026","15.4722338926355","6.76924017261933","2.95098443890038","18.3819369744152","-10.0068056190458","-22.2885789249159","0.907548964793861","-2.34710865795988","-2.21235513939388","-4.24436812194453","-5.43959688862003","-0.84550956624561","-1.73240275939139","-3.8492851285815","-1.7484336060365","0.244247380003486","1.82035914479542","-2.46903385871087","0.375530079812506","1.78510522676586","0.342682075310563","-3.78817413453541","-2.79758135565972","0.819955362494866","0.70238441685602","0.668516263266412","1.85085909906365","1.00749091564913","-1.21254278698211","-1.17447460689952","2.94593038553322","-1.10134032413342","-3.09135524702164","-2.91217600044139","1.34764938748842","2.4166421030224","-0.427894473886155","-3.44062744548282","-3.62420517458962","-1.79814526014643","-3.60233301645837","0.213081517950215","-0.99478850862225","",
