"Data Source","World Development Indicators",

"Last Updated Date","2020-03-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Chile","CHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59884081815.8211","66835784908.9752","77143487636.6557","85334370927.3867","93055582546.1125","105725664939.662","116867753130.971","127713472544.085","134736168100.906","136118235740.125","146574191533.23","154736780240.43","162067996130.363","171831210849.526","189179007135.444","206274402670.143","257648250741.941","280051852457.153","275716447509.986","272874099668.727","309886433252.476","350575241993.673","374241571983.029","394291936706.817","404667282590.218","407688861062.882","416516942199.225","447887103478.792","472396758342.59","",
"China","CHN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1121155451507.91","1266795052906.97","1479857886783.44","1725002532030.87","1991795744509.2","2256219485917.75","2525639051516.17","2806347032995.13","3060359277381.89","3342585396240.27","3707489039551.68","4104793412249.88","4550444024479.71","5100095294870.97","5766965964779.5","6624265255236.5","7692799061854.89","9023650350622.85","10087286946195.2","11119602000751.5","12445651088720.4","13919132452224.7","15301053470704.2","16779114378410.5","18344523394293","19820982315143.1","21387606580303.5","23266768925060.2","25398677997933.1","",
"Cote d'Ivoire","CIV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25425059802.9339","26295630333.9717","26829109364.8916","27411900578.2741","28224364026.7055","30869548836.6457","33864476853.613","35738028258.9632","37922227854.9253","39092009045.1971","39139246186.4406","40046282349.597","40001327483.539","40190258306.5221","41780645868.067","43823638218.191","45834231464.6455","47896189536.3763","50069447927.9228","52091548227.1904","53761811463.9002","52476906028.6953","59209529182.8115","65604358998.226","72723969104.6033","80001283605.5135","87323360875.4205","95836748083.8028","105468425780.144","",
"Cameroon","CMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22962697169.5974","22835106957.8662","22631476931.9897","21330004245.3569","22248190165.8064","23502849952.7756","24976941699.2841","26736797080.4278","28255042327.7425","29893209965.2704","31647428287.593","33754298939.9085","35741073331.7307","38067498260.4858","41743191498.3985","43913230976.0173","46806458404.6818","50419995349.1291","53193999850.5326","54777997801.1536","57312925777.3244","60926183398.9526","64915780366.6717","69624785205.3401","75116280437.5672","80210094835.996","84856536733.8745","89538347743.0993","95445473795.987","",
"Congo, Dem. Rep.","COD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31151386975.9855","29492863703.5991","26997653662.4646","23914821336.4397","23472899887.3703","24132842320.1721","24323280274.1659","23352899266.2989","23232184907.755","22561241765.2973","21471546214.9959","21481677905.4468","22464712750.8435","24158215792.0392","26480302860.4702","28980361192.7666","31446070587.0598","34312035163.4861","37157232991.5137","38509451426.0389","41727321542.0936","45527503793.4675","49689019931.2052","54849584189.4423","61179964999.6151","66110756415.2406","68437288037.0394","72337232184.2334","78365921094.2105","",
"Congo, Rep.","COG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8140747524.40535","8617642983.56105","9044249087.10854","9167828406.72204","8849246830.15441","9394866715.66159","9977355258.11864","10085989172.3409","10580721073.9704","10456325882.9693","11499952310.5655","12199084376.059","12959832378.9109","13307863800.065","14141261058.0096","15712678818.4032","17197670847.0375","17380233271.6064","18705606803.2399","20255970883.3525","22285382188.8949","23529134688.7973","24891635828.0073","26199940823.3775","28505555552.6332","29572839900.5297","29059126466.64","28693520064.9461","29693915856.9578","",
"Colombia","COL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166027502457.463","175077749193.533","186310769188.224","200996316246.7","217225172274.788","233317984617.349","242474616339.529","255116846202.321","259458214369.148","252139132845.758","265315219003.345","275684074968.374","287057009360.27","303844485471.747","328664965578.818","354853334666.427","390376881128.921","428317249546.147","450870440364.618","459783975916.531","485363890523.841","531984212804.645","563348714124.717","599413905799.149","639632529286.395","665581760430.474","686905229477.331","709420539904.789","745372245780.053","",
"Comoros","COM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","689235818.301749","674097796.086159","748277562.953361","789032976.320691","763357183.960056","807500127.139803","811664330.192832","858935988.243878","879743465.21208","909619525.22393","1030834100.3466","1078020562.41622","1120532119.88765","1165353827.5418","1219700723.7893","1293381358.82851","1367792982.45243","1415772596.75263","1501043284.3203","1560887766.00424","1639079857.13725","1741922162.23012","1832144991.21912","1948188638.84922","2026732349.14672","2071268122.45328","2163450281.59611","2288692584.10384","2424876349.12256","",
"Cabo Verde","CPV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367595865.209034","385363197.226364","437255490.830385","486595032.92209","592320662.647093","690684165.796703","783134409.755535","885212395.252387","1007227333.92185","1136439340.70628","1327812064.3962","1387218767.99671","1483154807.66557","1573789087.08241","1780959716.8374","1963378423.46673","2184289119.42234","2583238470.53483","2808626379.87186","2794084405.80006","2868103401.69029","3044224922.25246","3136176248.8122","3216832485.10083","3297725124.17331","3366547730.05704","3563516895.30658","3765681774.73376","4053273973.85225","",
"Costa Rica","CRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15676901531.6214","16574252012.3707","18510961739.6321","20292590100.8035","21655940843.0356","23021293445.9961","23732999496.7497","25485752242.7608","27566810723.047","29067573061.8244","30856487585.1332","32633961885.1801","34241375058.8788","36361464139.179","38959685914.0237","41728313582.2985","46102678508.0606","51207898943.3908","54631234446.8393","54513450980.0506","57879556278.619","61633610781.5746","65828866818.5208","68503995733.0023","72253723774.5179","75678484326.7529","79754486838.5057","84031346801.1493","88345598621.0641","",
"Caribbean small states","CSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35637305504.8531","37632793851.9064","39694109135.4167","41931000429.9351","43997160910.0931","46188892598.7763","48625489064.3427","51046776273.6756","53123146167.9282","56099764724.4508","59555261603.4296","62225508486.2737","65717854601.7281","71412933949.6544","76560085532.3693","81931886380.6593","90641225395.1812","96298726742.8488","99758827204.4194","96966941728.6515","99528602040.6362","102694390967.838","105947469132.071","109069930578.592","111623084901.482","114192947140.871","113034705717.181","114857029323.15","119120389616.494","",
"Cuba","CUB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3115175223.86839","3161354941.64816","3224111274.92725","3293450040.10451","3389167124.86891","3518377050.29014","3684150509.19166","3876558631.05229","4038433513.30868","4047600357.57298","4098135278.50285","4209371339.64245","4284141043.87452","4324706421.8907","4356341955.70444","4415196866.98841","4419442844.00542","4425097213.85176","4434702004.77894","",
"Cayman Islands","CYM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2427211519.4798","2545972316.99239","2628915691.86059","2702698475.20377","2792121437.30608","2900853251.17935","3005760992.35221","3300848908.66487","3557173361.68447","3768251085.26161","3827818792.8635","3579277548.80547","3522652351.74667","3638279419.07814","3753656080.57719","3868394009.03478","4046210157.80971","4205337877.91336","4382957314.06196","4602013050.36369","","",
"Cyprus","CYP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7728701329.72281","8049153767.89433","9006449667.69152","9284376612.02823","10042108452.9579","11110051282.8359","11439241383.5007","11925393166.2608","12737753789.3681","13501970763.9184","14776743585.3516","16045381857.9728","16716229784.8463","17420972933.3547","18870120863.7257","20504241182.351","22517208713.0549","25199885122.4838","27398683534.7352","27385659228.8864","27720950115.8817","28345855875.3433","27503256720.0038","26181584323.0922","25611618160.4175","26889908087.9077","29276211055.7804","31694872618.631","33509176476.8799","",
"Czech Republic","CZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130818748127.794","119534341495.424","121639136980.564","124598186479.589","130961184883.501","142025691528.871","150431627785.998","151786186850.619","153452023333.635","157590965153.011","166037725579.319","179347267060.434","185474094813.637","198029472927.061","212091111159.59","224201378156.886","243445192193.81","269055804747.667","289157145081.601","288245331828.258","289800035792.915","302260233093.211","305309362168.598","320535090730.576","339582593690.886","355311747821.274","372257396855.09","402796088543.735","422303340925.235","",
"Germany","DEU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1548688879130.37","1682848171184.01","1754621439852.21","1774346865562.74","1853536617365.32","1921733344423.19","1969868308411.55","2015603545382.04","2079457100267.98","2158514818382.19","2236382664903.65","2337122503843.14","2406901890705.46","2465710813552.9","2583195278702.9","2622040720917.68","2811086032847.94","2982354408057.15","3103957698735.13","3015919796779.05","3185174604554.69","3415020684916.05","3487232707438.34","3628559701800.76","3807112936430.42","3895127090047.34","4077583503877.74","4302735858938.78","4401361323104.99","",
"Djibouti","DJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2342710799.37195","","","","","","","","",
"Dominica","DMA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304260231.747283","318784891.404703","332668469.811092","347913469.479957","355463559.818112","373914030.637806","392582836.077067","408079548.295176","428246199.283384","435970501.833723","456144081.618851","465856509.231281","459838287.516963","498135805.838994","527152405.780396","547140004.619389","589958895.393512","644298345.44545","703602022.905078","700672753.115824","713604580.43337","726881582.869273","732978353.20735","738384723.361255","785818476.674676","772848193.70733","801273366.786069","760986203.817983","797176307.931632","",
"Denmark","DNK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93644820441.0743","98160834393.421","102362676369.124","104799096245.538","112744690921.767","118593720594.212","124792821701.55","131732620555.647","136921193983.809","141846293400.642","153044579657.577","157814119807.566","164720383885.92","165955553173.534","177855722239.11","185074466960.377","202786644309.743","212824130798","226767483101.984","222799869047.987","238548239439.032","247352252302.688","250524614311.535","262368108591.261","270330620655.251","278823156813.193","291426526872.441","312937802069.202","322750574381.301","",
"Dominican Republic","DOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25532153384.9636","26644799445.9682","30309939726.9206","33313133201.9406","34909252167.9918","37667598312.8918","40650236189.0435","45025371077.24","48589386276.1007","52218826452.9218","55874901055.6491","58504870831.2229","62101731739.8932","62403793303.9616","65730876424.6192","74168659265.4251","83423569069.1543","92017401083.4361","96818008799.2915","98479132968.7218","107935177538.715","113642553319.752","118969356995.834","126958954240.407","138481421490.483","149657473118.79","161368987120.578","172110006869.452","188612893831.526","",
"Algeria","DZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172170799530.13","175857275927.105","183102474500.536","183504429496.38","185736144043.066","196836674975.301","208658885571.377","214591807410.605","228074451068.835","238771158107.576","253384961640.726","266711054750.53","286101859878.327","312396926945.639","334602029429.488","365381146417.392","382837779235.086","406488013140.167","424340214308.123","434416374627.175","455299636698.063","478289909836.429","504036522917.607","527242633533.902","557631755672.686","584447749881.39","609745677321.205","629412948814.354","653771569286.319","",
"East Asia & Pacific (excluding high income)","EAP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2314977955162.08","2577820703952.42","2907448314076.81","3286631405747.23","3701625951185.01","4140766210969.52","4586965570004.94","4979360726480.84","5078825378864.42","5453608234194.63","5985458881092.18","6513545138648.33","7123266441644.73","7873492942933.81","8792573595440.73","9922246581464.08","11289792341579.8","12957390328432.8","14294979704398.2","15471203130249.2","17153480621612.5","18957321640916.1","20758395223509.9","22621763195877.9","24582110420925.2","26443260057333.6","28418568151895.7","30817786432942.4","33542781013236","",
"Early-demographic dividend","EAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5611749370886.37","6080643583815.43","6486340118744.68","6967114042228.41","7352621135674.93","7772114256390.88","8363004687389.75","8872383049884.22","9161047622583.55","9527291841785.78","10194891236833.7","10608290873072.5","10996367291478.7","11801691269530.4","12931929583772.7","14154756916337.3","15574933526101.3","16999817497997.9","18072053469357.6","18653745816032.1","20130499179976","21614351693768.6","22978914451277.6","24431207114739.8","26075668842766.3","27603217245909.4","29286925007828.9","31246618155548.5","33390688199716.3","",
"East Asia & Pacific","EAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5837679385670.36","6373940602476.97","6875879835820.77","7416396000610.02","8050336067711.76","8759075244620.26","9485768672395.47","10094661067119.8","10202837357438.5","10784701751760.2","11705164208051","12423581285943.9","13302917068214.9","14280500629217.5","15616986879118.7","17119855464483.2","18934569182745.7","21085730846052.3","22600563126878.7","23636298862272","25832511267390.8","27983705495463.3","30135313130895.5","32454767437074.8","34654806422055.4","36836336254569.6","39101687416235.6","41906036010845.7","45003987661925.1","",
"Europe & Central Asia (excluding high income)","ECA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2514807649269.92","2454764530012.22","2253096642191.64","2167182451834.92","1967864398597.07","1967596028343.08","1989472627303.47","2065026598581.28","2083625634171.87","2149790658783.9","2401626608726.93","2542041385675.92","2722728010708.59","3003061677755.13","3368980594768.86","3792494373046.43","4543172305101.43","5079629174103.14","5851905453846.31","5685359366024.47","6100163291826.3","6966555790693.24","7378266959497.7","7716701281567.25","7954205563163.58","7909558911212.44","8098930930269.45","8691002739585.07","9163014316547.18","",
"Europe & Central Asia","ECS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9779391283594.35","10068243595222.5","10131904001974.5","10223441105061.2","10430849030215.7","10860672588710","11248087098722.7","11756540515017.2","12216648004261.3","12702948563051.4","13694563595823.2","14405120530859.8","15123556563014.6","15727450808961.2","16748347987153.3","17711392574366.4","19661802274196.9","21145162575501","22689544237005.6","22153103433480.6","23167127996292","24824024761934.9","25572910816566.7","26599730948652.2","27416967344020.5","27998132395701.4","28966894087012.6","30776821619959.2","31884484835866","",
"Ecuador","ECU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49545354106.4494","53418919279.8608","55791468366.6538","58240295068.3232","62016921354.3563","64743564877.9082","67070764026.3527","71180112703.7773","74332548420.0791","71831994216.9211","74239574896.7954","78914541214.9926","83446872387.1676","87310912327.2245","97023632413.6409","105339597621.82","113306421705.838","118898290838.009","128916562035.463","130635226367.535","136816399023.792","150664137576.237","162217086828.107","173228762465.271","183193645023.914","185335676202.989","185064586855.198","193048609622.679","200474463330.779","",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214842217638.394","224607266294.004","240001174349.968","252814354483.198","268472141522.123","286826600747.048","306649492921.398","329070034080.267","351327578459.789","377974517383.795","411039267220.619","434905113104.779","452343826987.591","475457942621.67","508238157427.949","547504531112.881","602677391624.026","662731211045.386","723971647131.115","763584327560.324","812243460784.418","843842460027.439","879171983204.176","914151905651.361","958606829943.027","1011216251777.39","1066708771366.78","1132433757619.65","1221664113457.69","",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5293356085476.77","5618139368832.67","5825857281308.98","5919367048586.79","6192150574088.79","6476589300400.18","6694566865128.95","6985316323808.91","7334381565731.26","7635276369673.92","8135307296056.47","8549441152647.59","8924801701540.97","9109479030272.64","9519640423582.01","9906678815356.08","10755101126600.5","11438074729482.7","11936827226841.4","11668863504811.8","12023749572558.7","12556659183082.3","12707463295742.1","13148696168654","13521541414634.7","13938980881500.7","14548272494399","15383258361357.5","15792885551644.7","",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2377345803.21047","2761116548.06294","3418536951.57165","3589981560.17441","3994191994.45495","4384402689.38993","4512341927.7123","4578108331.58808","4533391674.3534","5038452509.8897","5271971229.92982","5227278826.83015","5445937544.59452","5760145512.58182","5876941519.77563","6120918594.41499","5629519551.80748","5892328270.92673","6091784107.74973","6758835465.49469","","","","","","","","",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","531100206496.73","563040132902.613","581221704635.968","588855051000.435","615762931921.776","646010437982.925","676455296424.433","717462791327.464","768120126658.525","805891424628.996","875748883433.725","937874869385.238","1009753311276.12","1055465948170.39","1121111044438.13","1205129771230.45","1362481184536.1","1467074877441.28","1528583945708.69","1488203047041.68","1475564732001.62","1489595017146.76","1483646917303.62","1512074688796.68","1558305994181.4","1621504088407.1","1699203822384.81","1811952029692.93","1855654206040.25","",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8659868921.46154","8699522405.53708","9283969507.79844","9731479074.05299","11151738182.3865","11696778105.1703","11705258558.7846","13180565420.0126","14333924548.3376","16097518329.2373","17987738093.5245","19785994304.7851","22523015210.7572","26011297407.4102","29723213796.9785","30525885461.1003","27488251188.5558","29021641432.5826","32895237685.6919","34642139626.1105","36432844586.0068","38300194537.7593","38669190378.0171","40675286169.9076","44363509176.5373","47517185746.2244","",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20343913831.9471","19530748035.0255","18243435486.7045","21130186380.9924","22269834773.9619","24129995380.3165","27625160470.5847","28982201926.8987","28294877193.9424","30185110941.0641","32734079688.4761","36229036694.1148","37359544975.7354","37230877571.8901","43422453872.1972","50066895250.2363","57170793257.7486","65432081767.8986","73901286146.4386","81019465010.3224","92250410883.9292","104704865663.231","115941281524.756","130460487306.692","146563805635.743","163525540498.149","180908576271.932","201867347379.435","220867127067.366","",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7183579037577.91","7506111265428.22","7748430095795.09","7919242938791.47","8315933028881.83","8745040986408.73","9091940474076.99","9492105492114.42","9927533049557.3","10325508293836.8","11030252304584.1","11601251907291.9","12143834204811.1","12472449314750.2","13128405029311.6","13647874159887.7","14824823837586.8","15771701289421.3","16553000996291.3","16204948526328","16783922063937.1","17540441781335.9","17860193827295.8","18529162938163.5","19110449473109.5","19760236779622.5","20589998215236.9","21818725641724.5","22446791654976.2","",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","478867266653.434","387086073296.052","424864812870.501","467794601557.938","494433633388.15","523944812435.237","572083238194.905","632095491532.082","722041510497.842","790284313375.602","826926248489.607","871607842309.009","880851210559.578","848321153601.583","1005458317695.95","1107995613491.35","1225012795175.55","1326917357803.47","1431460122540.94","1511356094677.85","1631677485768","1580687400332.59","1813904314706.05","1923548472981.03","1982174147544.97","2047193776751.7","2197916965389.87","2299120588157.88","2403579476739.45","",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90450307470.7843","87964157989.0899","86968920474.2454","88407250161.9445","93876204111.3575","99890732316.4749","102810072835.09","112008402121.151","121501783587.366","127934744369.414","138662401027.656","144264597478.951","148763741906.139","151278071363.844","162979494876.286","168146788316.398","181261682879.857","199923053905.014","212980676990.544","202770668445.797","208920568365.04","220471055643.893","221285752810.968","225680035610.262","228058553146.46","233074454768.243","241878673628.836","257428643746.622","267167073860.011","",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2785550982.60413","2801998112.8027","3040670175.35116","3179013952.51928","3412489722.87485","3571144920.33445","3811087318.00905","3791515673.66287","3884034444.02505","4286842095.06989","4308167975.48236","4490717718.57112","4707726197.15158","4843104654.63397","5237086329.83744","5438020101.02724","5706372715.10166","5809816333.48891","5983995508.89116","5946041767.31524","6193061290.46609","6493459112.28588","6711394552.4107","7152481952.78","7696172045.68502","8141243332.63376","8436832018.52936","9063659033.07461","9611834270.25751","",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1026359782091.95","1072190068562.1","1114163586498.22","1133390757774.38","1184893317452.63","1235223978659.14","1274620290657.55","1333703010582.74","1405895021896","1470523899441.7","1589466159270.73","1687423963351.02","1762926373243.27","1751662056556.65","1820573965868.89","1926880446239.76","2063550602545.51","2182208128988.31","2259256991361.58","2244374928284.9","2334490464490.46","2446475413051","2474003939353.38","2608522466158.15","2662033396692.53","2719223033898.26","2811271869777.93","2959179910621.04","3037362126717.57","",
"Faroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170531157.780044","189392366.709639","201472310.764136","223035510.024699","226580533.510744","247558216.236571","244068623.977955","233229415.234999","242577468.513185","249462072.313706","267366984.305354","279154096.778747","285120814.673887","294981388.171476","293592466.63272","308919127.305992","318009761.039467","320556316.367701","318920700.627206","324864787.876482","336075714.295546","354035818.730036","354089831.289026","347045398.436686","345457630.483912","365289191.703381","372607966.632419","389874391.24149","400216842.246533","",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12049780680.1195","13218726179.2665","13102182108.6544","13941945537.7776","14768342503.1603","15827966976.0439","16702059430.1193","17965020787.7722","18799046473.1323","17366974798.1715","17420884454.7106","18183134124.2957","18424749923.9455","19188669585.4887","19841145591.0227","21006715249.5912","21035009927.6515","22897824429.1109","22570923126.7067","22772633753.1288","24671359663.8828","26972900729.6627","28933731797.6842","31101611665.6435","33057433458.3567","34706906741.6233","35820248113.89","36676229904.6424","37883653707.5434","",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","955939756230.106","977529225584.248","1003545861047.04","1053282177363.19","1117513504110.47","1190684737349.98","1271055363539.95","1343619575983.5","1382460716639.5","1432713941078.97","1555186979960.65","1640973686332.79","1725816341173.86","1805029785401.56","1917489146175.49","1973200267375.52","2115461460017.13","2183080160693.26","2265856338473.77","2179887256172.46","2280975766731.83","2350795692102","2440476088673.01","2563270947920.74","2665874429446.03","2768620597517.21","2856266246035.11","2997684813388.72","3056736514973.21","",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25997072703.1463","21205345441.0988","11950416346.7633","8649123353.83467","7915098697.11293","8291172319.4235","9388600921.51394","10555117799.3825","11005332626.1508","11484558354.0238","11957137805.1292","12806606517.6387","13721277873.5935","15521672732.8832","16863165689.3085","19055921221.1667","21481937639.8449","24833793879.5947","25929150038.8962","25173057657.4492","27057905585.4641","29667230017.7198","32171319666.3484","33914391593.5765","36076479676.1091","37556128317.5165","39067851738.4945","41721346033.9322","44789064971.9754","",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18222107340.4318","19833342607.7994","21072279132.3037","22617760321.4426","23863059383.2262","25365353676.9395","27018607674.1328","28637862589.7797","30321429590.1453","32112615772.239","34045213040.9943","36183648180.7806","38410007035.7373","41157729969.1968","44632667229.5577","48738304877.8178","53426828237.7687","57246774710.1902","63700150021.932","67295239298.2211","73457473694.9304","85526138706.1051","95266590975.6927","104027087005.204","109066311524.032","112633697022.969","117791217558.804","129804759020.293","141295084902.813","",
"Gibraltar","GIB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5536010366.97009","5872796782.85016","6203106222.5013","6670382165.98269","7083295798.08544","7565039217.09461","8047257417.2972","8610190887.59802","9024397638.59429","9503669436.24543","9959321940.65305","10550110403.2548","11270478731.1395","11623118956.7926","12215355265.6693","12973388691.0932","13523727436.9183","14835144693.3224","15748772084.0837","15690682686.1701","16637568509.5642","17938333959.3527","19363818635.1967","20481080885.6136","21639975611.1128","22708162942.6668","25440516492.4424","28594264995.2665","31096249558.4535","",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1518331871.86261","1618448662.26531","1711260130.9493","1804570807.07818","1845949992.20501","1901276257.34948","1979139038.4605","2111917206.5817","2210436288.81256","2385861069.37436","2573352188.33167","2782324964.92142","2734478863.84131","2976608146.95915","3272245255.42704","3294822372.27504","3375671074.76039","3571840723.46205","3869115128.82409","4158482010.43523","4455498813.08305","4178750957.70949","4482125921.95961","4691804219.32879","4713287176.89839","4957002308.02277","5108594190.54532","5456747740.25885","5955628692.73405","",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1033867497.15832","1123340719.00623","1161578971.31984","1214071133.44417","1279676027.3844","1363995056.23419","1550090772.70303","1679313725.48305","1221016745.59746","1251348603.43114","1348750834.38684","1408505138.66435","1416688586.0402","1451201431.37824","1531423221.24182","1646493256.3393","1735493602.15632","1840263379.41217","1936159737.0836","2016646058.53911","2134215531.74195","2354948198.33888","2359006229.07899","2478559683.18961","2549810850.43571","2735157083.18509","2938237475.77141","3171312121.73955","3372009139.67658","",
